ContractSuffix,DeltaPct,TargetDelta,N,Corr,StartDate,EndDate
(Apr 25),5.0,-0.05,183,0.8950927310559377,2024-07-22,2025-04-16
(Apr 25),10.0,-0.1,183,0.8967389822273304,2024-07-22,2025-04-16
(Apr 25),15.0,-0.15,183,0.8954254049389082,2024-07-22,2025-04-16
(Apr 25),20.0,-0.2,183,0.8958070540175492,2024-07-22,2025-04-16
(Apr 25),25.0,-0.25,183,0.9022054631483839,2024-07-22,2025-04-16
(Apr 25),30.0,-0.3,183,0.9100207705859042,2024-07-22,2025-04-16
(Apr 25),35.0,-0.35,183,0.8997895844104435,2024-07-22,2025-04-16
(Apr 25),40.0,-0.4,183,0.9044857263412487,2024-07-22,2025-04-16
(Apr 25),45.0,-0.45,183,0.9027310879987085,2024-07-22,2025-04-16
(Apr 25),50.0,-0.5,183,0.888797371536765,2024-07-22,2025-04-16
(May 25),0.1,-0.001,181,-0.22168627191066745,2024-08-26,2025-05-21
(May 25),0.5,-0.005,181,0.6258420071090953,2024-08-26,2025-05-21
(May 25),1.0,-0.01,181,0.7479349985863029,2024-08-26,2025-05-21
(May 25),2.0,-0.02,181,0.8479803386146307,2024-08-26,2025-05-21
(May 25),5.0,-0.05,181,0.8950738042248768,2024-08-26,2025-05-21
(May 25),10.0,-0.1,181,0.8650578593873172,2024-08-26,2025-05-21
(May 25),15.0,-0.15,181,0.8828343967258874,2024-08-26,2025-05-21
(May 25),20.0,-0.2,181,0.8886127531019614,2024-08-26,2025-05-21
(May 25),25.0,-0.25,181,0.8919512500808604,2024-08-26,2025-05-21
(May 25),30.0,-0.3,181,0.9077202591926937,2024-08-26,2025-05-21
(May 25),35.0,-0.35,181,0.9108589574314675,2024-08-26,2025-05-21
(May 25),40.0,-0.4,181,0.909657648462026,2024-08-26,2025-05-21
(May 25),45.0,-0.45,181,0.914034096299498,2024-08-26,2025-05-21
(May 25),50.0,-0.5,181,0.9206813277397008,2024-08-26,2025-05-21
(Jun 25),0.1,-0.001,181,0.18096013134275185,2024-09-23,2025-06-18
(Jun 25),0.5,-0.005,181,0.45352638425985986,2024-09-23,2025-06-18
(Jun 25),1.0,-0.01,181,0.6756889065496862,2024-09-23,2025-06-18
(Jun 25),2.0,-0.02,181,0.8456623087778206,2024-09-23,2025-06-18
(Jun 25),5.0,-0.05,181,0.8598950008359887,2024-09-23,2025-06-18
(Jun 25),10.0,-0.1,181,0.8797387741356942,2024-09-23,2025-06-18
(Jun 25),15.0,-0.15,181,0.8928202910424117,2024-09-23,2025-06-18
(Jun 25),20.0,-0.2,181,0.893936176920951,2024-09-23,2025-06-18
(Jun 25),25.0,-0.25,181,0.900662573942644,2024-09-23,2025-06-18
(Jun 25),30.0,-0.3,181,0.9078032986210618,2024-09-23,2025-06-18
(Jun 25),35.0,-0.35,181,0.9089120552906009,2024-09-23,2025-06-18
(Jun 25),40.0,-0.4,181,0.9030356225754472,2024-09-23,2025-06-18
(Jun 25),45.0,-0.45,181,0.8972480131896716,2024-09-23,2025-06-18
(Jun 25),50.0,-0.5,181,0.9067873264564151,2024-09-23,2025-06-18
(Jul 25),0.1,-0.001,179,0.08141296565172565,2024-10-22,2025-07-16
(Jul 25),0.5,-0.005,179,0.4431101900780726,2024-10-22,2025-07-16
(Jul 25),1.0,-0.01,179,0.6879127588602771,2024-10-22,2025-07-16
(Jul 25),2.0,-0.02,179,0.7843905886106542,2024-10-22,2025-07-16
(Jul 25),5.0,-0.05,179,0.8493745133450008,2024-10-22,2025-07-16
(Jul 25),10.0,-0.1,179,0.8447376278194423,2024-10-22,2025-07-16
(Jul 25),15.0,-0.15,179,0.8497048281259181,2024-10-22,2025-07-16
(Jul 25),20.0,-0.2,179,0.8569224128579681,2024-10-22,2025-07-16
(Jul 25),25.0,-0.25,179,0.8808647947149644,2024-10-22,2025-07-16
(Jul 25),30.0,-0.3,179,0.8557687215146876,2024-10-22,2025-07-16
(Jul 25),35.0,-0.35,179,0.8867001992376363,2024-10-22,2025-07-16
(Jul 25),40.0,-0.4,179,0.8826939638719198,2024-10-22,2025-07-16
(Jul 25),45.0,-0.45,179,0.8838334820749518,2024-10-22,2025-07-16
(Jul 25),50.0,-0.5,179,0.8747095211765921,2024-10-22,2025-07-16
(Aug 25),0.1,-0.001,180,-0.08212641793894594,2024-11-25,2025-08-20
(Aug 25),0.5,-0.005,180,0.27919006949273445,2024-11-25,2025-08-20
(Aug 25),1.0,-0.01,180,0.5386790021137221,2024-11-25,2025-08-20
(Aug 25),2.0,-0.02,180,0.8108705357277406,2024-11-25,2025-08-20
(Aug 25),5.0,-0.05,180,0.8670304688281253,2024-11-25,2025-08-20
(Aug 25),10.0,-0.1,180,0.8746445209854224,2024-11-25,2025-08-20
(Aug 25),15.0,-0.15,180,0.8788387117363249,2024-11-25,2025-08-20
(Aug 25),20.0,-0.2,180,0.8877167817434343,2024-11-25,2025-08-20
(Aug 25),25.0,-0.25,180,0.8990111709361839,2024-11-25,2025-08-20
(Aug 25),30.0,-0.3,180,0.8959215384648239,2024-11-25,2025-08-20
(Aug 25),35.0,-0.35,180,0.8942257906070695,2024-11-25,2025-08-20
(Aug 25),40.0,-0.4,180,0.8866348769790539,2024-11-25,2025-08-20
(Aug 25),45.0,-0.45,180,0.9128061467517189,2024-11-25,2025-08-20
(Aug 25),50.0,-0.5,180,0.8997359258477748,2024-11-25,2025-08-20
(Sep 25),0.1,-0.001,182,-0.2697670290452497,2024-12-23,2025-09-17
(Sep 25),0.5,-0.005,182,0.38162958351836773,2024-12-23,2025-09-17
(Sep 25),1.0,-0.01,182,0.5986129869435834,2024-12-23,2025-09-17
(Sep 25),2.0,-0.02,182,0.7706463042979326,2024-12-23,2025-09-17
(Sep 25),5.0,-0.05,182,0.8750819753231063,2024-12-23,2025-09-17
(Sep 25),10.0,-0.1,182,0.8736964305123369,2024-12-23,2025-09-17
(Sep 25),15.0,-0.15,182,0.8758328886370217,2024-12-23,2025-09-17
(Sep 25),20.0,-0.2,182,0.8724643337442666,2024-12-23,2025-09-17
(Sep 25),25.0,-0.25,182,0.8877679458185149,2024-12-23,2025-09-17
(Sep 25),30.0,-0.3,182,0.905084268185938,2024-12-23,2025-09-17
(Sep 25),35.0,-0.35,182,0.9062323723281831,2024-12-23,2025-09-17
(Sep 25),40.0,-0.4,182,0.9046991473711237,2024-12-23,2025-09-17
(Sep 25),45.0,-0.45,182,0.9006337788407911,2024-12-23,2025-09-17
(Sep 25),50.0,-0.5,182,0.8914767789281475,2024-12-23,2025-09-17
(Oct 25),0.1,-0.001,186,,2025-01-27,2025-10-22
(Oct 25),0.5,-0.005,186,0.37721158355024453,2025-01-27,2025-10-22
(Oct 25),1.0,-0.01,186,0.5286443092281808,2025-01-27,2025-10-22
(Oct 25),2.0,-0.02,186,0.745437736938472,2025-01-27,2025-10-22
(Oct 25),5.0,-0.05,186,0.8550617412837264,2025-01-27,2025-10-22
(Oct 25),10.0,-0.1,186,0.8932278062800161,2025-01-27,2025-10-22
(Oct 25),15.0,-0.15,186,0.9193301862009305,2025-01-27,2025-10-22
(Oct 25),20.0,-0.2,186,0.9046043569617171,2025-01-27,2025-10-22
(Oct 25),25.0,-0.25,186,0.9123917390348341,2025-01-27,2025-10-22
(Oct 25),30.0,-0.3,186,0.9128892576144316,2025-01-27,2025-10-22
(Oct 25),35.0,-0.35,186,0.9159036109209098,2025-01-27,2025-10-22
(Oct 25),40.0,-0.4,186,0.9080333320656435,2025-01-27,2025-10-22
(Oct 25),45.0,-0.45,186,0.9087297204978275,2025-01-27,2025-10-22
(Oct 25),50.0,-0.5,186,0.911163356917753,2025-01-27,2025-10-22
(Nov 25),0.1,-0.001,187,-0.06619011349395958,2025-02-24,2025-11-19
(Nov 25),0.5,-0.005,187,0.2864628407115487,2025-02-24,2025-11-19
(Nov 25),1.0,-0.01,187,0.5797732766087113,2025-02-24,2025-11-19
(Nov 25),2.0,-0.02,187,0.7238579623601108,2025-02-24,2025-11-19
(Nov 25),5.0,-0.05,187,0.8241115011432084,2025-02-24,2025-11-19
(Nov 25),10.0,-0.1,187,0.8638705406919348,2025-02-24,2025-11-19
(Nov 25),15.0,-0.15,187,0.8776292684334472,2025-02-24,2025-11-19
(Nov 25),20.0,-0.2,187,0.8717750298268933,2025-02-24,2025-11-19
(Nov 25),25.0,-0.25,187,0.8726434039074968,2025-02-24,2025-11-19
(Nov 25),30.0,-0.3,187,0.8872027483394448,2025-02-24,2025-11-19
(Nov 25),35.0,-0.35,187,0.8924681453369521,2025-02-24,2025-11-19
(Nov 25),40.0,-0.4,187,0.8780099631361923,2025-02-24,2025-11-19
(Nov 25),45.0,-0.45,187,0.8680698949577382,2025-02-24,2025-11-19
(Nov 25),50.0,-0.5,187,0.8641197621892315,2025-02-24,2025-11-19
(Dec 25),0.1,-0.001,186,0.01304411205136333,2025-03-24,2025-12-17
(Dec 25),0.5,-0.005,186,0.37354965964315273,2025-03-24,2025-12-17
(Dec 25),1.0,-0.01,186,0.5226058740080028,2025-03-24,2025-12-17
(Dec 25),2.0,-0.02,186,0.7306136337304593,2025-03-24,2025-12-17
(Dec 25),5.0,-0.05,186,0.8357132710911503,2025-03-24,2025-12-17
(Dec 25),10.0,-0.1,186,0.8647996957911179,2025-03-24,2025-12-17
(Dec 25),15.0,-0.15,186,0.8783389846689971,2025-03-24,2025-12-17
(Dec 25),20.0,-0.2,186,0.8581820396807546,2025-03-24,2025-12-17
(Dec 25),25.0,-0.25,186,0.8759403609193716,2025-03-24,2025-12-17
(Dec 25),30.0,-0.3,186,0.8842690197415796,2025-03-24,2025-12-17
(Dec 25),35.0,-0.35,186,0.871374339465407,2025-03-24,2025-12-17
(Dec 25),40.0,-0.4,186,0.8738045506767275,2025-03-24,2025-12-17
(Dec 25),45.0,-0.45,186,0.862425934445997,2025-03-24,2025-12-17
(Dec 25),50.0,-0.5,186,0.8569334249755695,2025-03-24,2025-12-17
(Jan 26),0.1,-0.001,189,0.18239289712499426,2025-04-21,2026-01-21
(Jan 26),0.5,-0.005,189,0.39865808913635387,2025-04-21,2026-01-21
(Jan 26),1.0,-0.01,189,0.45883234055464284,2025-04-21,2026-01-21
(Jan 26),2.0,-0.02,189,0.7267199495802926,2025-04-21,2026-01-21
(Jan 26),5.0,-0.05,189,0.8276405817810798,2025-04-21,2026-01-21
(Jan 26),10.0,-0.1,189,0.8582805868881286,2025-04-21,2026-01-21
(Jan 26),15.0,-0.15,189,0.8780221414893317,2025-04-21,2026-01-21
(Jan 26),20.0,-0.2,189,0.8806558669998193,2025-04-21,2026-01-21
(Jan 26),25.0,-0.25,189,0.8650518520045983,2025-04-21,2026-01-21
(Jan 26),30.0,-0.3,189,0.880351231017947,2025-04-21,2026-01-21
(Jan 26),35.0,-0.35,189,0.8709730143308794,2025-04-21,2026-01-21
(Jan 26),40.0,-0.4,189,0.860840813313377,2025-04-21,2026-01-21
(Jan 26),45.0,-0.45,189,0.8850024413036016,2025-04-21,2026-01-21
(Jan 26),50.0,-0.5,189,0.8703892318797397,2025-04-21,2026-01-21
(Feb 26),0.1,-0.001,183,0.12996481762145218,2025-05-27,2026-02-18
(Feb 26),0.5,-0.005,183,0.3535861062719114,2025-05-27,2026-02-18
(Feb 26),1.0,-0.01,183,0.6710745335733509,2025-05-27,2026-02-18
(Feb 26),2.0,-0.02,183,0.801936057185227,2025-05-27,2026-02-18
(Feb 26),5.0,-0.05,183,0.867093431955895,2025-05-27,2026-02-18
(Feb 26),10.0,-0.1,183,0.8878739175994423,2025-05-27,2026-02-18
(Feb 26),15.0,-0.15,183,0.8983793805073957,2025-05-27,2026-02-18
(Feb 26),20.0,-0.2,183,0.899368449935146,2025-05-27,2026-02-18
(Feb 26),25.0,-0.25,183,0.8994712661794535,2025-05-27,2026-02-18
(Feb 26),30.0,-0.3,183,0.9014581093716079,2025-05-27,2026-02-18
(Feb 26),35.0,-0.35,183,0.9117197090124196,2025-05-27,2026-02-18
(Feb 26),40.0,-0.4,183,0.9109745058103073,2025-05-27,2026-02-18
(Feb 26),45.0,-0.45,183,0.8874004772455648,2025-05-27,2026-02-18
(Feb 26),50.0,-0.5,183,0.8868242668261112,2025-05-27,2026-02-18
(Mar 26),0.1,-0.001,185,0.12587408363809477,2025-06-23,2026-03-18
(Mar 26),0.5,-0.005,185,0.49376188123012776,2025-06-23,2026-03-18
(Mar 26),1.0,-0.01,185,0.5860242436734578,2025-06-23,2026-03-18
(Mar 26),2.0,-0.02,185,0.7899637547021798,2025-06-23,2026-03-18
(Mar 26),5.0,-0.05,185,0.8566439004794045,2025-06-23,2026-03-18
(Mar 26),10.0,-0.1,185,0.8730972921299197,2025-06-23,2026-03-18
(Mar 26),15.0,-0.15,185,0.8625765133595231,2025-06-23,2026-03-18
(Mar 26),20.0,-0.2,185,0.8889373020375153,2025-06-23,2026-03-18
(Mar 26),25.0,-0.25,185,0.8878814260654678,2025-06-23,2026-03-18
(Mar 26),30.0,-0.3,185,0.8920523193710893,2025-06-23,2026-03-18
(Mar 26),35.0,-0.35,185,0.8972698513183781,2025-06-23,2026-03-18
(Mar 26),40.0,-0.4,185,0.8861522010432771,2025-06-23,2026-03-18
(Mar 26),45.0,-0.45,185,0.8780910980790112,2025-06-23,2026-03-18
(Mar 26),50.0,-0.5,185,0.8770130298416707,2025-06-23,2026-03-18
(Apr 26),0.1,-0.001,182,0.10642903686353515,2025-07-21,2026-04-10
(Apr 26),0.5,-0.005,182,0.31731648521064854,2025-07-21,2026-04-10
(Apr 26),1.0,-0.01,182,0.6450282864370097,2025-07-21,2026-04-10
(Apr 26),2.0,-0.02,182,0.8415790865361334,2025-07-21,2026-04-10
(Apr 26),5.0,-0.05,182,0.875162723927759,2025-07-21,2026-04-10
(Apr 26),10.0,-0.1,182,0.882295320018809,2025-07-21,2026-04-10
(Apr 26),15.0,-0.15,182,0.8794506649828885,2025-07-21,2026-04-10
(Apr 26),20.0,-0.2,182,0.8897661670057695,2025-07-21,2026-04-10
(Apr 26),25.0,-0.25,182,0.8882653055504826,2025-07-21,2026-04-10
(Apr 26),30.0,-0.3,182,0.9023498389147181,2025-07-21,2026-04-10
(Apr 26),35.0,-0.35,182,0.894515310079121,2025-07-21,2026-04-10
(Apr 26),40.0,-0.4,182,0.8961914926350524,2025-07-21,2026-04-10
(Apr 26),45.0,-0.45,182,0.8905171373715016,2025-07-21,2026-04-10
(Apr 26),50.0,-0.5,182,0.9007765340900445,2025-07-21,2026-04-10
(May 26),0.1,-0.001,157,-0.1577479286268531,2025-08-25,2026-04-10
(May 26),0.5,-0.005,157,0.36594072312130965,2025-08-25,2026-04-10
(May 26),1.0,-0.01,157,0.6308398494615971,2025-08-25,2026-04-10
(May 26),2.0,-0.02,157,0.8347209521266354,2025-08-25,2026-04-10
(May 26),5.0,-0.05,157,0.8887618931730357,2025-08-25,2026-04-10
(May 26),10.0,-0.1,157,0.8857474903701998,2025-08-25,2026-04-10
(May 26),15.0,-0.15,157,0.8947843841830654,2025-08-25,2026-04-10
(May 26),20.0,-0.2,157,0.8948281128524849,2025-08-25,2026-04-10
(May 26),25.0,-0.25,157,0.8937247361695337,2025-08-25,2026-04-10
(May 26),30.0,-0.3,157,0.9074777014216112,2025-08-25,2026-04-10
(May 26),35.0,-0.35,157,0.9000269919931465,2025-08-25,2026-04-10
(May 26),40.0,-0.4,157,0.9026754937848849,2025-08-25,2026-04-10
(May 26),45.0,-0.45,157,0.9034225316533883,2025-08-25,2026-04-10
(May 26),50.0,-0.5,157,0.8955041901996648,2025-08-25,2026-04-10
(Jun 26),0.1,-0.001,138,-0.18636067120270583,2025-09-22,2026-04-10
(Jun 26),0.5,-0.005,138,0.19194978095748427,2025-09-22,2026-04-10
(Jun 26),1.0,-0.01,138,0.40833357539856424,2025-09-22,2026-04-10
(Jun 26),2.0,-0.02,138,0.714905248953038,2025-09-22,2026-04-10
(Jun 26),5.0,-0.05,138,0.856756695405239,2025-09-22,2026-04-10
(Jun 26),10.0,-0.1,138,0.859181523854452,2025-09-22,2026-04-10
(Jun 26),15.0,-0.15,138,0.8648966816348939,2025-09-22,2026-04-10
(Jun 26),20.0,-0.2,138,0.8942080099891261,2025-09-22,2026-04-10
(Jun 26),25.0,-0.25,138,0.8946869816176092,2025-09-22,2026-04-10
(Jun 26),30.0,-0.3,138,0.8841784686600554,2025-09-22,2026-04-10
(Jun 26),35.0,-0.35,138,0.8991652836732923,2025-09-22,2026-04-10
(Jun 26),40.0,-0.4,138,0.8898048869552514,2025-09-22,2026-04-10
(Jun 26),45.0,-0.45,138,0.9032087136741516,2025-09-22,2026-04-10
(Jun 26),50.0,-0.5,138,0.9022820266233004,2025-09-22,2026-04-10
(Jul 26),0.1,-0.001,109,-0.08310736847198653,2025-10-30,2026-04-10
(Jul 26),0.5,-0.005,109,-0.0002937219435239352,2025-10-30,2026-04-10
(Jul 26),1.0,-0.01,109,0.5382674203263593,2025-10-30,2026-04-10
(Jul 26),2.0,-0.02,109,0.5666253167278757,2025-10-30,2026-04-10
(Jul 26),5.0,-0.05,109,0.8063448600766258,2025-10-30,2026-04-10
(Jul 26),10.0,-0.1,109,0.8517690762958267,2025-10-30,2026-04-10
(Jul 26),15.0,-0.15,109,0.8481078155269569,2025-10-30,2026-04-10
(Jul 26),20.0,-0.2,109,0.8594932000282711,2025-10-30,2026-04-10
(Jul 26),25.0,-0.25,109,0.8536329289345601,2025-10-30,2026-04-10
(Jul 26),30.0,-0.3,109,0.8861536593230158,2025-10-30,2026-04-10
(Jul 26),35.0,-0.35,109,0.8787151152942397,2025-10-30,2026-04-10
(Jul 26),40.0,-0.4,109,0.891393250975571,2025-10-30,2026-04-10
(Jul 26),45.0,-0.45,109,0.8585861542049298,2025-10-30,2026-04-10
(Jul 26),50.0,-0.5,109,0.8866856411282455,2025-10-30,2026-04-10
(Aug 26),0.1,-0.001,92,0.024673688953136326,2025-11-25,2026-04-10
(Aug 26),0.5,-0.005,92,0.29180875718698096,2025-11-25,2026-04-10
(Aug 26),1.0,-0.01,92,0.4155323543316745,2025-11-25,2026-04-10
(Aug 26),2.0,-0.02,92,0.7053395996078969,2025-11-25,2026-04-10
(Aug 26),5.0,-0.05,92,0.8058824193912636,2025-11-25,2026-04-10
(Aug 26),10.0,-0.1,92,0.7803283991894222,2025-11-25,2026-04-10
(Aug 26),15.0,-0.15,92,0.7858662571094951,2025-11-25,2026-04-10
(Aug 26),20.0,-0.2,92,0.7714952481605574,2025-11-25,2026-04-10
(Aug 26),25.0,-0.25,92,0.812432443452302,2025-11-25,2026-04-10
(Aug 26),30.0,-0.3,92,0.8490519622805115,2025-11-25,2026-04-10
(Aug 26),35.0,-0.35,92,0.8295691017176158,2025-11-25,2026-04-10
(Aug 26),40.0,-0.4,92,0.8268548457616924,2025-11-25,2026-04-10
(Aug 26),45.0,-0.45,92,0.833817338911192,2025-11-25,2026-04-10
(Aug 26),50.0,-0.5,92,0.8543922284130189,2025-11-25,2026-04-10
(Sep 26),0.1,-0.001,71,-0.19505389109803592,2025-12-26,2026-04-10
(Sep 26),0.5,-0.005,71,-0.014895234888635566,2025-12-26,2026-04-10
(Sep 26),1.0,-0.01,71,0.2462326382107054,2025-12-26,2026-04-10
(Sep 26),2.0,-0.02,71,0.2982503596427468,2025-12-26,2026-04-10
(Sep 26),5.0,-0.05,71,0.6306110423851436,2025-12-26,2026-04-10
(Sep 26),10.0,-0.1,71,0.7793017754724602,2025-12-26,2026-04-10
(Sep 26),15.0,-0.15,71,0.7775392629394607,2025-12-26,2026-04-10
(Sep 26),20.0,-0.2,71,0.8263782657026895,2025-12-26,2026-04-10
(Sep 26),25.0,-0.25,71,0.8149735531506354,2025-12-26,2026-04-10
(Sep 26),30.0,-0.3,71,0.8358925802860661,2025-12-26,2026-04-10
(Sep 26),35.0,-0.35,71,0.834110600273484,2025-12-26,2026-04-10
(Sep 26),40.0,-0.4,71,0.8164017985510945,2025-12-26,2026-04-10
(Sep 26),45.0,-0.45,71,0.8068769297132734,2025-12-26,2026-04-10
(Sep 26),50.0,-0.5,71,0.8243078334346164,2025-12-26,2026-04-10
(Oct 26),0.1,-0.001,51,-0.005432226526291255,2026-01-27,2026-04-10
(Oct 26),0.5,-0.005,51,0.26129174570064817,2026-01-27,2026-04-10
(Oct 26),1.0,-0.01,51,0.3724037200263813,2026-01-27,2026-04-10
(Oct 26),2.0,-0.02,51,0.3245389443353847,2026-01-27,2026-04-10
(Oct 26),5.0,-0.05,51,0.6041293603492974,2026-01-27,2026-04-10
(Oct 26),10.0,-0.1,51,0.7572115761262476,2026-01-27,2026-04-10
(Oct 26),15.0,-0.15,51,0.7722914335132188,2026-01-27,2026-04-10
(Oct 26),20.0,-0.2,51,0.7092420762726098,2026-01-27,2026-04-10
(Oct 26),25.0,-0.25,51,0.7668224254146117,2026-01-27,2026-04-10
(Oct 26),30.0,-0.3,51,0.8124064056858604,2026-01-27,2026-04-10
(Oct 26),35.0,-0.35,51,0.8440803350123337,2026-01-27,2026-04-10
(Oct 26),40.0,-0.4,51,0.8024160508749665,2026-01-27,2026-04-10
(Oct 26),45.0,-0.45,51,0.826295899962502,2026-01-27,2026-04-10
(Oct 26),50.0,-0.5,51,0.7981457212999268,2026-01-27,2026-04-10
(Nov 26),0.1,-0.001,30,-0.1481233066498341,2026-02-24,2026-04-10
(Nov 26),0.5,-0.005,30,-0.308223649972284,2026-02-24,2026-04-10
(Nov 26),1.0,-0.01,30,0.3520320704603733,2026-02-24,2026-04-10
(Nov 26),2.0,-0.02,30,0.11318633703669899,2026-02-24,2026-04-10
(Nov 26),5.0,-0.05,30,0.7561582337353454,2026-02-24,2026-04-10
(Nov 26),10.0,-0.1,30,0.6673826623431095,2026-02-24,2026-04-10
(Nov 26),15.0,-0.15,30,0.7619785153274385,2026-02-24,2026-04-10
(Nov 26),20.0,-0.2,30,0.6873322694689616,2026-02-24,2026-04-10
(Nov 26),25.0,-0.25,30,0.7124410468233833,2026-02-24,2026-04-10
(Nov 26),30.0,-0.3,30,0.6981576283865499,2026-02-24,2026-04-10
(Nov 26),35.0,-0.35,30,0.7184432561354496,2026-02-24,2026-04-10
(Nov 26),40.0,-0.4,30,0.7526528770501155,2026-02-24,2026-04-10
(Nov 26),45.0,-0.45,30,0.722361181751679,2026-02-24,2026-04-10
(Nov 26),50.0,-0.5,30,0.7012188553300511,2026-02-24,2026-04-10
(Dec 26),0.1,-0.001,11,-0.565742273117331,2026-03-25,2026-04-10
(Dec 26),0.5,-0.005,11,-0.26223754374965824,2026-03-25,2026-04-10
(Dec 26),1.0,-0.01,11,-0.2506101814206161,2026-03-25,2026-04-10
(Dec 26),2.0,-0.02,11,0.682259655838961,2026-03-25,2026-04-10
(Dec 26),5.0,-0.05,11,0.572106792794778,2026-03-25,2026-04-10
(Dec 26),10.0,-0.1,11,0.8157424836567734,2026-03-25,2026-04-10
(Dec 26),15.0,-0.15,11,0.8949291418972046,2026-03-25,2026-04-10
(Dec 26),20.0,-0.2,11,0.8085162122677426,2026-03-25,2026-04-10
(Dec 26),25.0,-0.25,11,0.7412041104344352,2026-03-25,2026-04-10
(Dec 26),30.0,-0.3,11,0.7545408078937986,2026-03-25,2026-04-10
(Dec 26),35.0,-0.35,11,0.7763855571662028,2026-03-25,2026-04-10
(Dec 26),40.0,-0.4,11,0.692367427223264,2026-03-25,2026-04-10
(Dec 26),45.0,-0.45,11,0.8209107005754797,2026-03-25,2026-04-10
(Dec 26),50.0,-0.5,11,0.8418522959564262,2026-03-25,2026-04-10
