chain,conId,localSymbol,expiry,strike,right,exchange,tradingClass,bid,ask,last,close,iv,delta,gamma,vega,theta,has_bid_ask,has_greeks
SPXW,872181017,SPXW  260518P05600000,20260518,5600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5883584636750929,-4.531189286364085e-09,7.365222073821164e-11,2.429100888951707e-07,-2.6921221667314153e-07,True,True
SPXW,872181041,SPXW  260518P05700000,20260518,5700.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5698085589654223,-1.2834723408035802e-08,2.0949370920891055e-10,6.62242621547122e-07,-7.594635845487657e-07,True,True
SPXW,872181059,SPXW  260518P05800000,20260518,5800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5502382427299564,-3.4053260540523134e-08,5.601617420034903e-10,1.693727966117168e-06,-1.999073894668479e-06,True,True
SPXW,872181068,SPXW  260518P05900000,20260518,5900.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5307935338014038,-8.578743935681762e-08,1.4270226402327974e-09,4.116973681167783e-06,-4.977670022753483e-06,True,True
SPXW,873296681,SPXW  260518P05925000,20260518,5925.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5261930774799785,-1.0742548283704624e-07,1.7928049403547502e-09,5.1097415286466405e-06,-6.211757404560492e-06,True,True
SPXW,873296696,SPXW  260518P05950000,20260518,5950.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.521832717988152,-1.351491135705436e-07,2.2621984729758653e-09,6.368699834816702e-06,-7.790068509667803e-06,True,True
SPXW,873296714,SPXW  260518P05975000,20260518,5975.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5177385348091396,-1.696603957938451e-07,2.848851652259599e-09,7.920676066885003e-06,-9.746270844924216e-06,True,True
SPXW,872181099,SPXW  260518P06000000,20260518,6000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.513921350041418,-2.1210749908319305e-07,3.5740761003696614e-09,9.811564244177834e-06,-1.2139101678400053e-05,True,True
SPXW,873296731,SPXW  260518P06025000,20260518,6025.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5104229736501418,-2.642490870439798e-07,4.4696490546755196e-09,1.2112582042561604e-05,-1.506161506423467e-05,True,True
SPXW,873296743,SPXW  260518P06050000,20260518,6050.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5072884090065729,-3.286117816866875e-07,5.580599339955738e-09,1.4925886260367012e-05,-1.8649664595593186e-05,True,True
SPXW,873296758,SPXW  260518P06075000,20260518,6075.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5045961311089573,-4.100976563462662e-07,6.99093495425337e-09,1.845053941696827e-05,-2.3178098818237783e-05,True,True
SPXW,872181114,SPXW  260518P06100000,20260518,6100.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5023223668229357,-5.125082108739357e-07,8.769595547069982e-09,2.2833782049161856e-05,-2.884682804740588e-05,True,True
SPXW,873296774,SPXW  260518P06125000,20260518,6125.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5003801845377911,-6.37392195158666e-07,1.0952450058425637e-08,2.8126836485079833e-05,-3.571100971418872e-05,True,True
SPXW,873296791,SPXW  260518P06150000,20260518,6150.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4987459885306148,-7.896656174290552e-07,1.3631505652282873e-08,3.451826379694857e-05,-4.402022495193841e-05,True,True
SPXW,873296797,SPXW  260518P06175000,20260518,6175.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.49737980208790705,-9.76124403555789e-07,1.6932631977232918e-08,4.226772964219423e-05,-5.412395042936006e-05,True,True
SPXW,872181137,SPXW  260518P06200000,20260518,6200.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4962158646987037,-1.205571952105933e-06,2.1018934399046357e-08,5.170799710862116e-05,-6.64745934336921e-05,True,True
SPXW,873296816,SPXW  260518P06225000,20260518,6225.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4951963993673108,-1.4952840636614745e-06,2.6196070465715646e-08,6.349546204722015e-05,-8.200585891366473e-05,True,True
SPXW,872181154,SPXW  260518P06250000,20260518,6250.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.49432495432273704,-1.8969399318808792e-06,3.3332330071548744e-08,7.959714505286278e-05,-0.00010365379558047053,True,True
SPXW,872181174,SPXW  260518P06275000,20260518,6275.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4932131463313888,-2.395093353615518e-06,4.223156943809851e-08,9.932416937563984e-05,-0.0001303280943258287,True,True
SPXW,872181185,SPXW  260518P06300000,20260518,6300.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4919141101226735,-3.114129471025487e-06,5.4958827682724434e-08,0.00012730469129471414,-0.0001691558595494282,True,True
SPXW,872181205,SPXW  260518P06325000,20260518,6325.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4904161069722869,-4.4141476988158755e-06,7.734705166819378e-08,0.00017658354157862322,-0.00024118924718748963,True,True
SPXW,872181219,SPXW  260518P06350000,20260518,6350.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.48851345787201594,-6.481496762423184e-06,1.1232644463837773e-07,0.0002528447729552505,-0.0003575122368088008,True,True
SPXW,872181240,SPXW  260518P06375000,20260518,6375.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4863484468051156,-9.55424790711373e-06,1.635720805914846e-07,0.0003630711095577721,-0.0005324725609991367,True,True
SPXW,872181259,SPXW  260518P06400000,20260518,6400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.483925568194997,-1.3738065709186505e-05,2.3274727650640305e-07,0.000509248241628249,-0.0007721358911621672,True,True
SPXW,872181274,SPXW  260518P06425000,20260518,6425.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4809674392388933,-2.269680232193791e-05,3.7455693974626027e-07,0.0008100658050897436,-0.0013053109086859829,True,True
SPXW,872181298,SPXW  260518P06450000,20260518,6450.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.47559556836236877,-4.410444206728521e-05,6.941865069801994e-07,0.0014912334605959865,-0.0026450064153389777,True,True
SPXW,872181322,SPXW  260518P06475000,20260518,6475.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4668178707345488,-8.190459194356466e-05,1.2302531187209894e-06,0.002628207608182942,-0.005113088655290301,True,True
SPXW,872181332,SPXW  260518P06500000,20260518,6500.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4568350466924478,-0.0001246585569782559,1.825941269650911e-06,0.003861369777407142,-0.007935350950219834,True,True
SPXW,872181346,SPXW  260518P06525000,20260518,6525.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.44735382395789797,-0.0001665147603193367,2.4166028275924153e-06,0.00503749652599228,-0.010649216839948038,True,True
SPXW,872181366,SPXW  260518P06550000,20260518,6550.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.43768327363715087,-0.0002154928323292836,3.110470141601856e-06,0.006382852996819066,-0.01379298111949033,True,True
SPXW,872181385,SPXW  260518P06575000,20260518,6575.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4274668578519672,-0.0003517145921232491,4.874432969089458e-06,0.0099465642456793,-0.02321306340179299,True,True
SPXW,872181405,SPXW  260518P06600000,20260518,6600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4167567060002019,-0.00048520729166315866,6.605684196118698e-06,0.013315018113905452,-0.032343131362079475,True,True
SPXW,872181424,SPXW  260518P06625000,20260518,6625.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4056524641798537,-0.0006052679884454364,8.218837971292102e-06,0.016281771346928764,-0.04020166173003192,True,True
SPXW,872181442,SPXW  260518P06650000,20260518,6650.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.39422483085392374,-0.0006926742643977638,9.517539559159837e-06,0.018435516631286397,-0.045276696990725784,True,True
SPXW,872181468,SPXW  260518P06675000,20260518,6675.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.3825765272522184,-0.0007427223240222718,1.0448824506485924e-05,0.019703536060985627,-0.04730243755084362,True,True
SPXW,872181477,SPXW  260518P06700000,20260518,6700.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.3708202983514938,-0.0007773133146714836,1.1254834935444138e-05,0.020615512685768778,-0.048018541618729094,True,True
SPXW,872181502,SPXW  260518P06725000,20260518,6725.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.3590557311125985,-0.0008080723163697165,1.2070102046940518e-05,0.02144722146887279,-0.048315022040771816,True,True
SPXW,872181519,SPXW  260518P06750000,20260518,6750.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.3473618031995543,-0.0008479758987239721,1.3061961506363151e-05,0.02250326870096675,-0.04907311748209148,True,True
SPXW,873296826,SPXW  260518P06760000,20260518,6760.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.34271779236704536,-0.0008731916086045197,1.359819128556442e-05,0.023144336694853607,-0.049928804150184136,True,True
SPXW,873296839,SPXW  260518P06770000,20260518,6770.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.33809770251177107,-0.0009080377225561106,1.4274530134852344e-05,0.024010175016647928,-0.051361483003165787,True,True
SPXW,872181534,SPXW  260518P06775000,20260518,6775.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.3357974743510584,-0.0009373832765517152,1.4774374466129222e-05,0.024718789443253897,-0.05282269738860079,True,True
SPXW,873296854,SPXW  260518P06780000,20260518,6780.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.3335039286883124,-0.0009708876374111524,1.533389108537292e-05,0.025521890333038755,-0.05452900696939911,True,True
SPXW,873296864,SPXW  260518P06790000,20260518,6790.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.3289374762282219,-0.001041713723656099,1.6520965243794284e-05,0.027210103122810025,-0.05811233466893628,True,True
SPXW,872181561,SPXW  260518P06800000,20260518,6800.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.3244030465349363,-0.001118115586038991,1.7807194926086273e-05,0.029017407449163812,-0.06194529580365837,True,True
SPXW,873296879,SPXW  260518P06810000,20260518,6810.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.31990276854586086,-0.001201618319300736,1.9215233985181502e-05,0.030976351697365345,-0.06611246930037928,True,True
SPXW,873296891,SPXW  260518P06820000,20260518,6820.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.3154383572383499,-0.0012931360755496814,2.0760136484526867e-05,0.033104832446495536,-0.07065716754909124,True,True
SPXW,872181589,SPXW  260518P06825000,20260518,6825.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.31322003403059157,-0.001341927920481369,2.158533875926909e-05,0.034232348230428755,-0.07306789786333234,True,True
SPXW,873296902,SPXW  260518P06830000,20260518,6830.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.311009664769528,-0.001392593901414578,2.244439064009444e-05,0.03539830670752053,-0.07555894015124553,True,True
SPXW,873296908,SPXW  260518P06840000,20260518,6840.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.30661568580784276,-0.0014983342237499002,2.425014142252714e-05,0.03781777729363078,-0.08069860374548865,True,True
SPXW,872181606,SPXW  260518P06850000,20260518,6850.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.3022580761934982,-0.0016060158551786778,2.6124668771323336e-05,0.04026742897133673,-0.08579381820736343,True,True
SPXW,873296925,SPXW  260518P06860000,20260518,6860.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.2979362445549929,-0.0017080694438276717,2.7972609216308896e-05,0.04258509750271955,-0.09037309260220194,True,True
SPXW,873296942,SPXW  260518P06870000,20260518,6870.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.29364880116929837,-0.0017943848893349592,2.9663071600453635e-05,0.04455851923691867,-0.09382999385021584,True,True
SPXW,872181634,SPXW  260518P06875000,20260518,6875.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.29151738000368177,-0.0018291312568026608,3.041560731380862e-05,0.04536467148809109,-0.09499577659152791,True,True
SPXW,873296954,SPXW  260518P06880000,20260518,6880.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.2893937649418846,-0.001858085743608308,3.110297647443491e-05,0.04604766559862661,-0.09578377833838748,True,True
SPXW,873296967,SPXW  260518P06890000,20260518,6890.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.28516826772096965,-0.0018992299095544015,3.228618203040679e-05,0.047059498789195686,-0.09629226596320815,True,True
SPXW,872181645,SPXW  260518P06900000,20260518,6900.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.28096876127754444,-0.0019222851743112548,3.326380049861128e-05,0.04769196942506504,-0.09567652673030612,True,True
SPXW,873296979,SPXW  260518P06910000,20260518,6910.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.27679098773679844,-0.001936310535221058,3.415288310667015e-05,0.048138831231312906,-0.09450400347368948,True,True
SPXW,879992106,SPXW  260518P06915000,20260518,6915.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.27470870954295445,-0.0019445787771144752,3.462870944428593e-05,0.048391737593997064,-0.09397705877006256,True,True
SPXW,873296992,SPXW  260518P06920000,20260518,6920.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2726299500095442,-0.0019563571671303618,3.516457445565956e-05,0.04872144543885781,-0.09363541658507146,True,True
SPXW,872181664,SPXW  260518P06925000,20260518,6925.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.27055391078504076,-0.0019731070072561393,3.5783315116848284e-05,0.04915921121894229,-0.09355339790988126,True,True
SPXW,873296997,SPXW  260518P06930000,20260518,6930.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2684798822236424,-0.0019950924318690886,3.649099947857577e-05,0.04971064533716785,-0.09373767404392308,True,True
SPXW,879992111,SPXW  260518P06935000,20260518,6935.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.26640706597382197,-0.0020220828056647993,3.728650415859038e-05,0.050370693911322206,-0.0941681103729326,True,True
SPXW,873297009,SPXW  260518P06940000,20260518,6940.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.26433457497832735,-0.0020533719357093954,3.816153086635262e-05,0.051124105933409325,-0.0947999245903728,True,True
SPXW,879992113,SPXW  260518P06945000,20260518,6945.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2622615813170565,-0.0020881405293546704,3.910578961792916e-05,0.05195323359638593,-0.09558381789738112,True,True
SPXW,872181679,SPXW  260518P06950000,20260518,6950.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2601872275013323,-0.002125615855520385,4.010937283544739e-05,0.052841480815672526,-0.0964744766044261,True,True
SPXW,879992116,SPXW  260518P06955000,20260518,6955.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.25811059690532734,-0.002165128329215632,4.1163657661699254e-05,0.05377452658321147,-0.09743333072751705,True,True
SPXW,873615684,SPXW  260518P06960000,20260518,6960.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.25603083204036464,-0.0022061894957738247,4.226255443539927e-05,0.05474197317528251,-0.09843230891129372,True,True
SPXW,879992123,SPXW  260518P06965000,20260518,6965.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.2539470162806168,-0.002248546097937728,4.3403427876391366e-05,0.05573846053531639,-0.09945619603965183,True,True
SPXW,873615696,SPXW  260518P06970000,20260518,6970.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.2518582921374067,-0.0022921657496174737,4.458699584328771e-05,0.05676332176798837,-0.10050139616232756,True,True
SPXW,872181699,SPXW  260518P06975000,20260518,6975.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.24976380212205723,-0.0023371683175596,4.581638027546641e-05,0.05781909871441826,-0.10157200565885294,True,True
SPXW,873615706,SPXW  260518P06980000,20260518,6980.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.24766271831446632,-0.0023837433475670045,4.7095901298097986e-05,0.058909780321901195,-0.1026753679311554,True,True
SPXW,879992126,SPXW  260518P06985000,20260518,6985.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.24555430150025712,-0.002432085752153711,4.843010870001987e-05,0.0600394425464863,-0.1038187442182088,True,True
SPXW,873615718,SPXW  260518P06990000,20260518,6990.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.24343782724934032,-0.002482361781216602,4.982325263186901e-05,0.06121153619789155,-0.10500763450479413,True,True
SPXW,879091610,SPXW  260518P06995000,20260518,6995.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.24131265983735184,-0.0025347019427078704,5.127916209933705e-05,0.06242874500529183,-0.10624549474834089,True,True
SPXW,872181708,SPXW  260518P07000000,20260518,7000.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.23917823746136527,-0.0025892110163335713,5.28013932144477e-05,0.06369320121849853,-0.10753429427412442,True,True
SPXW,878459105,SPXW  260518P07005000,20260518,7005.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.2370340870241794,-0.002645985399726691,5.439350265935033e-05,0.06500685094297509,-0.10887539628659317,True,True
SPXW,873615724,SPXW  260518P07010000,20260518,7010.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.23487986848718098,-0.0027051307899506345,5.605933845300061e-05,0.06637182172183742,-0.11027040899792429,True,True
SPXW,878459130,SPXW  260518P07015000,20260518,7015.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.23271536008605684,-0.002766776775349096,5.780329253807818e-05,0.06779072113612017,-0.11172184624421576,True,True
SPXW,873615735,SPXW  260518P07020000,20260518,7020.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.23054048789936937,-0.002831087751323552,5.963050346617747e-05,0.06926685501669283,-0.11323357979820914,True,True
SPXW,872181720,SPXW  260518P07025000,20260518,7025.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.22835532584855625,-0.0028982723203048416,6.154704247511664e-05,0.07080441047870067,-0.11481119381426684,True,True
SPXW,873615746,SPXW  260518P07030000,20260518,7030.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.22616015483508065,-0.0029685936825491898,6.356012389433565e-05,0.07240865520044437,-0.11646236018189172,True,True
SPXW,877980522,SPXW  260518P07035000,20260518,7035.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2239554183875687,-0.0030423469718546645,6.567776732663328e-05,0.07408545799068378,-0.11819569676056664,True,True
SPXW,874714055,SPXW  260518P07040000,20260518,7040.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2217418113675346,-0.0031191409617762063,6.789664841793447e-05,0.07582667741738547,-0.1199886101879164,True,True
SPXW,877980532,SPXW  260518P07045000,20260518,7045.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.21952022083223058,-0.00319976467131503,7.02335884462758e-05,0.07764819767189479,-0.12187133887110768,True,True
SPXW,873297019,SPXW  260518P07050000,20260518,7050.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.21729184430894716,-0.0032849432138336923,7.27048667495156e-05,0.07956442650739248,-0.12386991871211572,True,True
SPXW,877980548,SPXW  260518P07055000,20260518,7055.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.21505807152071277,-0.003375219032129852,7.532414596308042e-05,0.08158591207649835,-0.12600116701971142,True,True
SPXW,874714067,SPXW  260518P07060000,20260518,7060.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.21282058787630662,-0.003471214640076047,7.81069614339854e-05,0.08372466283132596,-0.12828436201162186,True,True
SPXW,877980565,SPXW  260518P07065000,20260518,7065.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.2105813449016836,-0.0035736472185756147,8.107104084068715e-05,0.0859943983139928,-0.13074169766484145,True,True
SPXW,875449522,SPXW  260518P07140000,20260518,7140.0,P,SMART,SPXW,-1.0,-1.0,,0.6,0.17874740301722744,-0.006919682772529709,0.0001715643510421526,0.15422428668715327,-0.220034704284112,True,True
SPXW,877980668,SPXW  260518P07145000,20260518,7145.0,P,SMART,SPXW,-1.0,-1.0,,0.65,0.17689475437740623,-0.007378989585668733,0.00018331079403632265,0.16293332546047168,-0.23281101481325628,True,True
SPXW,873297059,SPXW  260518P07150000,20260518,7150.0,P,SMART,SPXW,-1.0,-1.0,,0.65,0.1750896963591662,-0.007888052930784182,0.0001962265891535986,0.1724518409004574,-0.24697371985180716,True,True
SPXW,877980688,SPXW  260518P07155000,20260518,7155.0,P,SMART,SPXW,-1.0,-1.0,,0.65,0.17333125319953,-0.008452101894350044,0.00021042385404489408,0.1828461102816732,-0.26265450673478696,True,True
SPXW,875449533,SPXW  260518P07160000,20260518,7160.0,P,SMART,SPXW,-1.0,-1.0,,0.7,0.17161836042979486,-0.009076374926540372,0.00022601460418649724,0.19417778937912544,-0.2799777090536786,True,True
SPXW,877980713,SPXW  260518P07165000,20260518,7165.0,P,SMART,SPXW,-1.0,-1.0,,0.7,0.16995011620842113,-0.009765540604364882,0.00024310048609908877,0.2064941264786313,-0.2990388184395947,True,True
SPXW,875449556,SPXW  260518P07170000,20260518,7170.0,P,SMART,SPXW,-1.0,-1.0,,0.75,0.16832514559666784,-0.010523325310506069,0.00026176680583991696,0.21982255057204725,-0.31989104798633505,True,True
SPXW,873297074,SPXW  260518P07175000,20260518,7175.0,P,SMART,SPXW,-1.0,-1.0,,0.75,0.1667404917370276,-0.011352491638597553,0.00028208329098147934,0.23417165507669324,-0.3425447901424974,True,True
SPXW,875449575,SPXW  260518P07180000,20260518,7180.0,P,SMART,SPXW,-1.0,-1.0,,0.75,0.16519072879597438,-0.012255135707722051,0.00030411064797380543,0.2495374076764847,-0.3669784021758389,True,True
SPXW,877980728,SPXW  260518P07185000,20260518,7185.0,P,SMART,SPXW,-1.0,-1.0,,0.8,0.16366772541536292,-0.013233164524633375,0.0003279100570787758,0.265911748131316,-0.3931550287729486,True,True
SPXW,875449593,SPXW  260518P07190000,20260518,7190.0,P,SMART,SPXW,-1.0,-1.0,,0.8,0.16216123608393015,-0.014288841436066116,0.0003535533610338447,0.2832914506722375,-0.421041282655036,True,True
SPXW,877980746,SPXW  260518P07195000,20260518,7195.0,P,SMART,SPXW,-1.0,-1.0,,0.85,0.16065974384168485,-0.01542528090813637,0.00038113179218350786,0.30168529613234796,-0.450623461558763,True,True
SPXW,872181759,SPXW  260518P07200000,20260518,7200.0,P,SMART,SPXW,-1.0,-1.0,,0.9,0.15915134733715983,-0.016646669423818438,0.0004107596041639227,0.3211163248996485,-0.481913505356836,True,True
SPXW,877980770,SPXW  260518P07205000,20260518,7205.0,P,SMART,SPXW,-1.0,-1.0,,0.9,0.1576244704732137,-0.01718024835143766,0.0004260326032480118,0.3298527989158231,-0.4926624178053914,True,True
SPXW,875918284,SPXW  260518P07210000,20260518,7210.0,P,SMART,SPXW,-1.0,-1.0,,0.95,0.1560686459742704,-0.018535783211345577,0.0004591176704427153,0.3509067288223946,-0.5263344753512342,True,True
SPXW,877980787,SPXW  260518P07215000,20260518,7215.0,P,SMART,SPXW,-1.0,-1.0,,1.0,0.15447544679643382,-0.020012180235966626,0.0004949874273364775,0.3734080949635086,-0.5625328476632205,True,True
SPXW,875918295,SPXW  260518P07220000,20260518,7220.0,P,SMART,SPXW,-1.0,-1.0,,1.0,0.15284026024199254,-0.022142881795173604,0.0005446493604097984,0.40493544044466034,-0.6159905795457306,True,True
SPXW,873297085,SPXW  260518P07225000,20260518,7225.0,P,SMART,SPXW,-1.0,-1.0,,1.05,0.15116523003263937,-0.024047692463786352,0.0005892717749114347,0.4325460489031627,-0.6623992270039167,True,True
SPXW,875918318,SPXW  260518P07230000,20260518,7230.0,P,SMART,SPXW,-1.0,-1.0,,1.1,0.14946363245858243,-0.026251935648573168,0.0006394789287670537,0.4636829687840702,-0.7164555411883669,True,True
SPXW,877980806,SPXW  260518P07235000,20260518,7235.0,P,SMART,SPXW,-1.0,-1.0,,1.15,0.1477636020190044,-0.02877886681428846,0.0006955175865038728,0.4984230421397058,-0.7785364367414047,True,True
SPXW,872612294,SPXW  260519P02800000,20260519,2800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,1.0059048280412146,0.0,2.2899201019493977e-22,0.0,-0.0,True,True
SPXW,872612300,SPXW  260519P03000000,20260519,3000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.8959838867531293,0.0,6.172267792597125e-25,0.0,-0.0,True,True
SPXW,872612311,SPXW  260519P03200000,20260519,3200.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.831939535886378,0.0,8.749677796896786e-25,0.0,-0.0,True,True
